"Quale effetto si genera in navigazione abbassando il piede (trim negativo), in un'unità spinta da un motore fuoribordo?",l'inclinazione della prua verso il basso per attutire gli impatti sulle onde con il mare formato.,si migliora il rendimento del circuito di raffreddamento.,si riduce la possibilità che l'imbarcazione possa ingavonarsi.,l'inclinazione della prua verso il basso per attutire gli impatti sulle onde con il mare formato.
Quali possono essere i principali accorgimenti che un'unità navale da diporto dovrà adottare qualora interessata da un brusco peggioramento delle condizioni meteo-marine?,trasferire quanto più possibile il peso a prua.,chiudere immediatamente la presa a mare del raffreddamento motore ed intercettare la linea di alimentazione.,"rizzare (fissare) tutti gli oggetti di bordo, chiudere accuratamente oblò e osterigi, istruire le persone imbarcate in merito al corretto uso dei mezzi collettivi e individuali di salvataggio.","rizzare (fissare) tutti gli oggetti di bordo, chiudere accuratamente oblò e osterigi, istruire le persone imbarcate in merito al corretto uso dei mezzi collettivi e individuali di salvataggio."
Quale accorgimento sarà opportuno adottare in caso di tempesta proveniente dalla terra ferma?,appennellare l'ancora.,dirigersi in sicurezza verso la costa ove il moto ondoso è più attenuato.,prendere il mare solo al giardinetto.,dirigersi in sicurezza verso la costa ove il moto ondoso è più attenuato.
Quale accorgimento sarà opportuno adottare in caso di tempesta proveniente dal mare?,si cercherà di prendere il mare in poppa.,condurre l'unità navale alla cappa.,trasmettere via radio apposito messaggio di soccorso diretto alle unità navali presenti nelle vicinanze.,condurre l'unità navale alla cappa.
Quale accorgimento potrà essere adottato nel caso in cui un'unità navale da diporto navighi con mare particolarmente grosso in poppa causando brusche variazioni del motore?,controllare il livello di carburante  nel  serbatoio.,aumentare la velocità.,ridurre opportunamente la velocità.,ridurre opportunamente la velocità.
"Navigando in presenza di nebbia fitta, quali fattori possono indicare la possibile vicinanza della costa?",aumento della corrente di superficie e brusca riduzione della temperatura dell'acqua.,mutamento del colore dell'acqua ed il fragore dei frangenti.,forti escursioni di marea e repentino abbassamento della temperatura delle acque.,mutamento del colore dell'acqua ed il fragore dei frangenti.
A quale funzione assolve il sistema DSC (Digital Selective Calling) installato su alcune tipologie di apparati radio?,"trasmettendo in frequenza MF, permette di inviare automaticamente un segnale di soccorso ad altre unità navali che si trovino entro un raggio non superiore alle 15 miglia nautiche.","trasmettendo in frequenza VHF e HF, permette di inviare automaticamente
onde radio digitali, eliminando così le deviazioni che le stesse  subiscono  sottocosta per rifrazione elettromagnetica.","trasmettendo in frequenza VHF e HF, permette di inviare automaticamente un segnale di soccorso, di urgenza o di sicurezza ad altre navi nelle vicinanze, ai Centri di Coordinamento del Soccorso Marittimo e alle Stazioni Costiere.","trasmettendo in frequenza VHF e HF, permette di inviare automaticamente un segnale di soccorso, di urgenza o di sicurezza ad altre navi nelle vicinanze, ai Centri di Coordinamento del Soccorso Marittimo e alle Stazioni Costiere."
Navigando a motore con mare molto mosso:,"di poppa, sfrutto la spinta delle onde per aumentare la velocità di fuga.",faccio il possibile per non prendere le onde al traverso.,"di prora, cerco di tagliare le onde esattamente con la prua.",faccio il possibile per non prendere le onde al traverso.
Per attenuare l'impatto con l'onda formata:,è necessario prendere l'onda al traverso.,è necessario tagliare la cresta esattamente con la prua perpendicolare all'onda.,"è opportuno puntare leggermente verso la cresta, per poi allontanarsene quando la barca scende nel cavo dell’onda.","è opportuno puntare leggermente verso la cresta, per poi allontanarsene quando la barca scende nel cavo dell’onda."
In navigazione con onda di poppa:,si tiene il trim positivo (elica più sollevata) per alzare la prua e limitare i colpi sull'onda.,"si tiene il trim neutro, per non alterare l'assetto della barca.","si tiene il trim negativo, (elica più immersa) per alzare la prua e limitare i colpi sull'onda.",si tiene il trim positivo (elica più sollevata) per alzare la prua e limitare i colpi sull'onda.
"In merito alla regolazione dei flaps, con moto ondoso contrario è opportuno:","tenerli più o meno abbassati, secondo la tipologia di scafo, per contrastare la tendenza della carena ad alzare la prua a causa della massa d’acqua che scorre sotto la stessa.","tenerli più o meno alzati, secondo la tipologia di scafo, per aiutare ad alzare la prua e favorire il passaggio sull'onda.","disattivarli, poiché si tratta di dispositivi da usare solo con mare piatto.","tenerli più o meno abbassati, secondo la tipologia di scafo, per contrastare la tendenza della carena ad alzare la prua a causa della massa d’acqua che scorre sotto la stessa."
"In merito alla regolazione dei flaps, con mare formato di poppa, è opportuno:","disattivarli, poiché si tratta di dispositivi da usare solo con mare piatto.","tenere i flaps abbassati, per consentire alla prua di alzarsi sull'onda.","tenere i flaps alzati, per schiacciare la poppa verso il basso, per  contrastare
l'onda che tende a sollevare la poppa e a far immergere la prua.","tenere i flaps alzati, per schiacciare la poppa verso il basso, per  contrastare
l'onda che tende a sollevare la poppa e a far immergere la prua."
"Normalmente, quando l’indicatore del flap è sullo zero, ciò significa:","che in quel momento il flap è ”neutro”, ovvero orizzontale, quando invece vengono segnalati dei numeri negativi ciò significa che i flaps sono inclinati verso il basso.",che è regolato per alzare la prua sull'acqua.,che è regolato per abbassare la prua sull'acqua.,"che in quel momento il flap è ”neutro”, ovvero orizzontale, quando invece vengono segnalati dei numeri negativi ciò significa che i flaps sono inclinati verso il basso."
"In merito alla regolazione dei flaps, è possibile affermare:",che possono essere regolati solo in maniera identica.,"che generalmente possono essere regolati in maniera indipendente, così da poter variare non solo la regolazione della prua, ma anche l’equilibrio trasversale.",che se regolati in maniera indipendente possono compromettere  l'equilibrio dell'unità.,"che generalmente possono essere regolati in maniera indipendente, così da poter variare non solo la regolazione della prua, ma anche l’equilibrio trasversale."
"Alzando il flap sinistro o abbassando il flap destro, si ottiene:",di inclinare lo scafo verso il lato dritto.,di inclinare lo scafo verso il lato sinistro.,di abbassare la prua.,di inclinare lo scafo verso il lato dritto.
"Lo ""stacco di sicurezza"" è:","l'interruttore collegato tramite un cordino a spirale rosso (o con un dispositivo elettronico) a chi governa un fuoribordo, che  spegne “automaticamente” il motore in caso di caduta in acqua.","il ""cordone ombelicale"" della cintura di sicurezza con cui ci si assicura allo scafo.",la valvola di chiusura del carburante.,"l'interruttore collegato tramite un cordino a spirale rosso (o con un dispositivo elettronico) a chi governa un fuoribordo, che  spegne “automaticamente” il motore in caso di caduta in acqua."
Improvvisamente la visibilità diviene scarsa:,si emette un segnale acustico prolungato ogni 2 minuti.,"si rallenta, si accendono i fanali e si emettono i segnali prescritti.",ci si deve fermare.,"si rallenta, si accendono i fanali e si emettono i segnali prescritti."
"Stando alla cappa, in quali casi può essere utile l’ancora galleggiante?",mai.,quando sottovento a noi c’è una costa vicina.,sempre e comunque.,quando sottovento a noi c’è una costa vicina.
"Mettersi ""alla Cappa"", significa prendere il mare:",di prora in modo da saltare la cresta dell'onda.,di poppa con motore a un regime tale da far stare l'unità da diporto sempre sulla cresta dell'onda.,al mascone con motore a un regime tale da consentire al'unità di scarrocciare lasciando sopravento una zona di remora che possa smorzare i frangenti prima di arrivare sulla fiancata sopravento.,al mascone con motore a un regime tale da consentire al'unità di scarrocciare lasciando sopravento una zona di remora che possa smorzare i frangenti prima di arrivare sulla fiancata sopravento.
Cos'è la risacca?,onde di riflusso.,è condizione che nasce da mare e vento incrociati.,è un vento locale di debole intensità.,onde di riflusso.
L’ancora galleggiante:,serve a limitare l'intraversamento dell'unità.,è una dotazione di sicurezza obbligatoria.,serve a individuare un basso fondale.,serve a limitare l'intraversamento dell'unità.
In caso di navigazione in solitario:,avvisare il 1530.,indossare la cintura di sicurezza e assicurarsi al ponte.,accendere le luci di via anche di giorno.,indossare la cintura di sicurezza e assicurarsi al ponte.
"In caso di navigazione con cattivo tempo, qual è il provvedimento da adottare:",si chiudono gli ombrinali.,"si chiudono oblò, boccaporti e prese a mare, lasciando aperta solo quelle del motore.",si chiudono necessariamente le prese a mare del motore.,"si chiudono oblò, boccaporti e prese a mare, lasciando aperta solo quelle del motore."
Per attirare l'attenzione di un'altra unità in caso di pericolo:,dopo l'installazione è necessaria  un'ispezione dell'Autorità Marittima del luogo ove è stata eseguita l'installazione.,"si effettua un movimento
lento e ripetuto di entrambe le braccia allargate, dall'alto in basso.","è necessario il collaudo di un tecnico abilitato
appartenente al Ministero dello
Sviluppo Economico.","si effettua un movimento
lento e ripetuto di entrambe le braccia allargate, dall'alto in basso."
Quale affermazione è corretta?,per attirare l'attenzione di notte è possibile usare le boette fumogene.,per effettuare una chiamata di soccorso con il VHF è necessario un abbonamento.,il 1530 è il numero telefonico di emergenza della Guardia Costiera.,il 1530 è il numero telefonico di emergenza della Guardia Costiera.
Quale titolo abilita il comandante di un'imbarcazione da diporto ad utilizzare un apparato ricetrasmittente VHF/FM?,il certificato illimitato di radiotelefonista per  navi.,il certificato limitato di radiotelefonista per naviglio minore.,nessun titolo.,il certificato limitato di radiotelefonista per naviglio minore.
Cosa è l'indicativo di chiamata?,consente di utilizzare il VHF a bordo di un natante da diporto.,consente di utilizzare il VHF a bordo di un'imbarcazione da diporto.,consente di utilizzare il VHF a bordo di una nave da diporto.,consente di utilizzare il VHF a bordo di un natante da diporto.
Per installare a bordo un VHF di tipo fisso:,dopo l'installazione è necessaria  un'ispezione dell'Autorità Marittima del luogo ove è stata eseguita l'installazione.,è richiesto solo di controllare che l’apparato sia omologato.,"è necessario il collaudo di un tecnico abilitato
appartenente al Ministero dello Sviluppo Economico.",è richiesto solo di controllare che l’apparato sia omologato.
Il nominativo internazionale consente di:,identificare un natante da diporto non iscritto che sta navigando al di fuori delle acque nazionali.,utilizzare l'apparato VHF a bordo di imbarcazioni e navi da diporto.,utilizzare l'apparato VHF a bordo di un natante da diporto.,utilizzare l'apparato VHF a bordo di imbarcazioni e navi da diporto.
